OFFENSE_GROUP,DISTRICT,YEAR,MONTH,DAY,HOUR
Drug Violation,A1,2015,11,Sunday,18
Drug Violation,B3,2015,11,Sunday,16
Drug Violation,C11,2015,11,Sunday,14
Drug Violation,A1,2015,11,Sunday,14
Drug Violation,A1,2015,11,Sunday,12
Drug Violation,C11,2015,11,Sunday,9
Drug Violation,E13,2015,11,Sunday,2
Drug Violation,C11,2015,11,Sunday,0
Drug Violation,C11,2015,11,Saturday,20
Drug Violation,A15,2015,11,Saturday,19
Drug Violation,D4,2015,11,Saturday,17
Drug Violation,D4,2015,11,Saturday,17
Drug Violation,A7,2015,11,Saturday,20
Drug Violation,D4,2015,11,Saturday,19
Drug Violation,E5,2015,11,Saturday,20
Drug Violation,A15,2015,11,Saturday,18
Drug Violation,B2,2015,11,Saturday,18
Drug Violation,E5,2015,11,Saturday,17
Drug Violation,E5,2015,11,Saturday,17
Drug Violation,A7,2015,11,Saturday,14
Drug Violation,C11,2015,11,Saturday,15
Drug Violation,C11,2015,11,Saturday,16
Drug Violation,C11,2015,11,Saturday,16
Drug Violation,C11,2015,11,Saturday,15
Drug Violation,C11,2015,11,Saturday,15
Drug Violation,B3,2015,11,Saturday,14
Drug Violation,E13,2015,11,Saturday,0
Drug Violation,A7,2015,11,Saturday,13
Drug Violation,E13,2015,11,Saturday,9
Drug Violation,C11,2015,11,Saturday,10
Drug Violation,B2,2015,11,Saturday,7
Drug Violation,B2,2015,11,Saturday,2
Drug Violation,B2,2015,11,Saturday,2
Drug Violation,C6,2015,11,Friday,19
Drug Violation,C11,2015,11,Friday,19
Drug Violation,A7,2015,11,Friday,19
Drug Violation,C11,2015,11,Friday,12
Drug Violation,B2,2015,11,Friday,14
Drug Violation,C11,2015,11,Friday,13
Drug Violation,C6,2015,11,Friday,13
Drug Violation,B2,2015,11,Friday,12
Drug Violation,B2,2015,11,Friday,11
Drug Violation,B2,2015,11,Friday,11
Drug Violation,B3,2015,11,Friday,11
Drug Violation,D14,2015,11,Friday,8
Drug Violation,D4,2015,11,Friday,7
Drug Violation,B3,2015,11,Friday,7
Drug Violation,B3,2015,11,Friday,1
Drug Violation,B2,2015,11,Thursday,20
Drug Violation,B2,2015,11,Thursday,20
Drug Violation,A1,2015,11,Thursday,20
Drug Violation,B2,2015,11,Thursday,18
Drug Violation,A7,2015,11,Thursday,20
Drug Violation,B2,2015,11,Thursday,20
Drug Violation,A7,2015,11,Thursday,20
Drug Violation,C11,2015,11,Thursday,19
Drug Violation,E13,2015,11,Thursday,19
Drug Violation,A7,2015,11,Thursday,18
Drug Violation,A1,2015,11,Thursday,19
Drug Violation,E13,2015,11,Thursday,16
Drug Violation,D14,2015,11,Thursday,19
Drug Violation,A7,2015,11,Thursday,18
Drug Violation,A7,2015,11,Thursday,18
Drug Violation,C11,2015,11,Thursday,16
Drug Violation,C6,2015,11,Thursday,17
Drug Violation,C6,2015,11,Thursday,17
Drug Violation,B2,2015,11,Thursday,15
Drug Violation,B3,2015,11,Thursday,15
Drug Violation,B3,2015,11,Thursday,14
Drug Violation,B3,2015,11,Thursday,14
Drug Violation,D4,2015,11,Thursday,14
Drug Violation,E13,2015,11,Thursday,12
Drug Violation,E13,2015,11,Thursday,12
Drug Violation,A15,2015,11,Thursday,12
Drug Violation,B3,2015,11,Thursday,10
Drug Violation,B3,2015,11,Thursday,10
Drug Violation,E5,2015,11,Wednesday,23
Drug Violation,E5,2015,11,Wednesday,22
Drug Violation,C11,2015,11,Wednesday,16
Drug Violation,A1,2015,11,Wednesday,20
Drug Violation,B3,2015,11,Wednesday,19
Drug Violation,B2,2015,11,Wednesday,20
Drug Violation,A1,2015,11,Wednesday,18
Drug Violation,D4,2015,11,Wednesday,18
Drug Violation,D4,2015,11,Wednesday,18
Drug Violation,A1,2015,11,Wednesday,18
Drug Violation,B3,2015,11,Wednesday,17
Drug Violation,B3,2015,11,Wednesday,17
Drug Violation,C6,2015,11,Wednesday,12
Drug Violation,A7,2015,11,Wednesday,17
Drug Violation,C6,2015,11,Wednesday,12
Drug Violation,E18,2015,11,Wednesday,16
Drug Violation,C11,2015,11,Wednesday,0
Drug Violation,A7,2015,11,Wednesday,12
Drug Violation,D4,2015,11,Wednesday,12
Drug Violation,C11,2015,11,Wednesday,2
Drug Violation,D4,2015,11,Tuesday,21
Drug Violation,A15,2015,11,Tuesday,18
Drug Violation,A1,2015,11,Tuesday,21
Drug Violation,A1,2015,11,Tuesday,21
Drug Violation,A1,2015,11,Tuesday,21
Drug Violation,A1,2015,11,Tuesday,21
Drug Violation,D4,2015,11,Tuesday,20
Drug Violation,B2,2015,11,Tuesday,16
Drug Violation,E13,2015,11,Tuesday,19
Drug Violation,B2,2015,11,Tuesday,19
Drug Violation,E18,2015,11,Tuesday,16
Drug Violation,B2,2015,11,Tuesday,16
Drug Violation,E13,2015,11,Tuesday,17
Drug Violation,C11,2015,11,Tuesday,15
Drug Violation,D4,2015,11,Tuesday,14
Drug Violation,B2,2015,11,Tuesday,14
Drug Violation,D4,2015,11,Tuesday,13
Drug Violation,C11,2015,11,Tuesday,10
Drug Violation,A1,2015,11,Tuesday,10
Drug Violation,A1,2015,11,Tuesday,10
Drug Violation,C6,2015,11,Tuesday,10
Drug Violation,C6,2015,11,Tuesday,10
Drug Violation,B2,2015,11,Tuesday,2
Drug Violation,C11,2015,11,Tuesday,1
Drug Violation,C11,2015,11,Monday,20
Drug Violation,A1,2015,11,Monday,19
Drug Violation,B2,2015,11,Monday,18
Drug Violation,B3,2015,11,Monday,16
Drug Violation,C11,2015,11,Monday,16
Drug Violation,C11,2015,11,Monday,16
Drug Violation,C11,2015,11,Monday,16
Drug Violation,C11,2015,11,Monday,16
Drug Violation,C11,2015,11,Monday,16
Drug Violation,B2,2015,11,Monday,12
Drug Violation,A7,2015,11,Monday,11
Drug Violation,B3,2015,11,Sunday,19
Drug Violation,A15,2015,11,Sunday,15
Drug Violation,B3,2015,11,Sunday,18
Drug Violation,B3,2015,11,Sunday,18
Drug Violation,E13,2015,11,Sunday,16
Drug Violation,C11,2015,11,Sunday,17
Drug Violation,A7,2015,11,Saturday,15
Drug Violation,E5,2015,11,Sunday,14
Drug Violation,C6,2015,11,Sunday,11
Drug Violation,C11,2015,11,Sunday,4
Drug Violation,C6,2015,11,Sunday,2
Drug Violation,E5,2015,11,Sunday,0
Drug Violation,B2,2015,11,Sunday,0
Drug Violation,B3,2015,11,Saturday,21
Drug Violation,B2,2015,11,Saturday,19
Drug Violation,B2,2015,11,Saturday,19
Drug Violation,E18,2015,11,Saturday,16
Drug Violation,A7,2015,11,Saturday,18
Drug Violation,A7,2015,11,Saturday,17
Drug Violation,D4,2015,11,Saturday,17
Drug Violation,A15,2015,11,Saturday,16
Drug Violation,C11,2015,11,Saturday,15
Drug Violation,C11,2015,11,Saturday,12
Drug Violation,C11,2015,11,Saturday,12
Drug Violation,C11,2015,11,Saturday,12
Drug Violation,C11,2015,11,Saturday,12
Drug Violation,B3,2015,11,Saturday,0
Drug Violation,A15,2015,11,Friday,21
Drug Violation,A15,2015,11,Friday,21
Drug Violation,A15,2015,11,Friday,21
Drug Violation,A15,2015,11,Friday,21
Drug Violation,A1,2015,11,Friday,20
Drug Violation,B2,2015,11,Friday,20
Drug Violation,E13,2015,11,Friday,16
Drug Violation,B3,2015,11,Monday,12
Drug Violation,B3,2015,11,Monday,12
Drug Violation,E5,2015,11,Friday,18
Drug Violation,B2,2015,11,Friday,19
Drug Violation,A7,2015,11,Friday,18
Drug Violation,A7,2015,11,Friday,18
Drug Violation,E5,2015,11,Friday,17
Drug Violation,B2,2015,11,Friday,18
Drug Violation,A7,2015,11,Friday,17
Drug Violation,C11,2015,11,Friday,17
Drug Violation,E5,2015,11,Friday,0
Drug Violation,C6,2015,11,Thursday,16
Drug Violation,C6,2015,11,Friday,12
Drug Violation,B3,2015,11,Friday,12
Drug Violation,B3,2015,11,Friday,12
Drug Violation,C6,2015,11,Friday,9
Drug Violation,C6,2015,11,Friday,9
Drug Violation,E13,2015,11,Friday,8
Drug Violation,E5,2015,11,Thursday,22
Drug Violation,D4,2015,11,Thursday,18
Drug Violation,D14,2015,11,Thursday,18
Drug Violation,B2,2015,11,Thursday,18
Drug Violation,A15,2015,11,Thursday,16
Drug Violation,B2,2015,11,Thursday,15
Drug Violation,A7,2015,11,Thursday,13
Drug Violation,A7,2015,11,Thursday,12
Drug Violation,E18,2015,11,Thursday,6
Drug Violation,E18,2015,11,Thursday,6
Drug Violation,C11,2015,11,Thursday,1
Drug Violation,C11,2015,11,Thursday,1
Drug Violation,A1,2015,11,Wednesday,21
Drug Violation,A1,2015,11,Wednesday,21
Drug Violation,C11,2015,11,Wednesday,19
Drug Violation,B2,2015,11,Wednesday,20
Drug Violation,B2,2015,11,Wednesday,18
Drug Violation,B2,2015,11,Wednesday,18
Drug Violation,A15,2015,11,Wednesday,19
Drug Violation,A15,2015,11,Wednesday,19
Drug Violation,B3,2015,11,Wednesday,17
Drug Violation,C6,2015,11,Wednesday,17
Drug Violation,C11,2015,11,Wednesday,13
Drug Violation,D4,2015,11,Wednesday,13
Drug Violation,D4,2015,11,Wednesday,12
Drug Violation,D4,2015,11,Wednesday,12
Drug Violation,D4,2015,11,Wednesday,12
Drug Violation,A7,2015,11,Wednesday,0
Drug Violation,D4,2015,11,Tuesday,8
Drug Violation,C11,2015,11,Tuesday,20
Drug Violation,D4,2015,11,Tuesday,19
Drug Violation,E13,2015,11,Tuesday,16
Drug Violation,A1,2015,11,Tuesday,18
Drug Violation,A1,2015,11,Tuesday,18
Drug Violation,B2,2015,11,Tuesday,18
Drug Violation,C6,2015,11,Tuesday,18
Drug Violation,A1,2015,11,Tuesday,17
Drug Violation,A1,2015,11,Tuesday,17
Drug Violation,A1,2015,11,Tuesday,17
Drug Violation,C11,2015,11,Tuesday,13
Drug Violation,B3,2015,11,Tuesday,11
Drug Violation,B3,2015,11,Tuesday,11
Drug Violation,B3,2015,11,Tuesday,11
Drug Violation,C6,2015,11,Monday,16
Drug Violation,D14,2015,11,Tuesday,1
Drug Violation,E5,2015,11,Tuesday,0
Drug Violation,B2,2015,11,Monday,21
Drug Violation,A1,2015,11,Monday,21
Drug Violation,E13,2015,11,Monday,15
Drug Violation,C11,2015,11,Monday,20
Drug Violation,E13,2015,11,Monday,16
Drug Violation,E13,2015,11,Monday,16
Drug Violation,C11,2015,11,Monday,0
Drug Violation,C11,2015,11,Monday,0
Drug Violation,C11,2015,11,Monday,20
Drug Violation,C11,2015,11,Monday,20
Drug Violation,D14,2015,11,Monday,19
Drug Violation,E13,2015,11,Monday,19
Drug Violation,B3,2015,11,Monday,18
Drug Violation,B3,2015,11,Monday,18
Drug Violation,B3,2015,11,Monday,18
Drug Violation,B2,2015,11,Monday,17
Drug Violation,C6,2015,11,Monday,16
Drug Violation,C6,2015,11,Monday,16
Drug Violation,C6,2015,11,Monday,17
Drug Violation,C6,2015,11,Monday,17
Drug Violation,C11,2015,11,Monday,16
Drug Violation,A1,2015,11,Monday,17
Drug Violation,B3,2015,11,Monday,17
Drug Violation,B3,2015,11,Monday,14
Drug Violation,B3,2015,11,Monday,14
Drug Violation,A1,2015,11,Monday,13
Drug Violation,D4,2015,11,Monday,11
Drug Violation,A15,2015,11,Monday,8
Drug Violation,B2,2015,11,Monday,9
Drug Violation,A1,2015,11,Sunday,17
Drug Violation,A7,2015,11,Sunday,15
Drug Violation,A7,2015,11,Sunday,17
Drug Violation,C6,2015,11,Sunday,12
Drug Violation,E18,2015,11,Sunday,12
Drug Violation,B2,2015,11,Sunday,10
Drug Violation,C6,2015,11,Sunday,1
Drug Violation,A1,2015,11,Sunday,0
Drug Violation,A15,2015,10,Saturday,21
Drug Violation,B2,2015,10,Saturday,20
Drug Violation,A7,2015,10,Saturday,17
Drug Violation,E18,2015,10,Saturday,16
Drug Violation,A7,2015,10,Saturday,17
Drug Violation,B3,2015,10,Saturday,16
Drug Violation,B3,2015,10,Saturday,16
Drug Violation,D4,2015,10,Saturday,15
Drug Violation,B3,2015,10,Saturday,12
Drug Violation,A7,2015,10,Saturday,12
Drug Violation,A7,2015,10,Saturday,12
Drug Violation,E13,2015,10,Saturday,9
Drug Violation,B3,2015,10,Saturday,6
Drug Violation,B2,2015,10,Saturday,3
Drug Violation,B2,2015,10,Friday,22
Drug Violation,E5,2015,10,Friday,22
Drug Violation,A7,2015,10,Friday,18
Drug Violation,A7,2015,10,Friday,18
Drug Violation,D4,2015,10,Friday,17
Drug Violation,C6,2015,10,Friday,18
Drug Violation,E5,2015,10,Friday,16
Drug Violation,C11,2015,10,Friday,18
Drug Violation,E5,2015,10,Friday,17
Drug Violation,A1,2015,10,Friday,14
Drug Violation,A1,2015,10,Friday,16
Drug Violation,A1,2015,10,Friday,16
Drug Violation,A1,2015,10,Friday,16
Drug Violation,A1,2015,10,Friday,13
Drug Violation,B2,2015,10,Friday,14
Drug Violation,E18,2015,10,Friday,9
Drug Violation,A1,2015,10,Friday,2
Drug Violation,E5,2015,10,Thursday,22
Drug Violation,D4,2015,10,Thursday,19
Drug Violation,A1,2015,10,Thursday,18
Drug Violation,E18,2015,10,Thursday,16
Drug Violation,B2,2015,10,Thursday,15
Drug Violation,B2,2015,10,Thursday,15
Drug Violation,D4,2015,10,Thursday,17
Drug Violation,A1,2015,10,Thursday,16
Drug Violation,E13,2015,10,Thursday,15
Drug Violation,E5,2015,10,Thursday,15
Drug Violation,E5,2015,10,Thursday,15
Drug Violation,E5,2015,10,Thursday,15
Drug Violation,D4,2015,10,Thursday,2
Drug Violation,A15,2015,10,Wednesday,13
Drug Violation,A15,2015,10,Wednesday,13
Drug Violation,A1,2015,10,Wednesday,0
Drug Violation,E13,2015,10,Wednesday,16
Drug Violation,B2,2015,10,Wednesday,17
Drug Violation,C11,2015,10,Wednesday,18
Drug Violation,B3,2015,10,Wednesday,18
Drug Violation,B3,2015,10,Wednesday,17
Drug Violation,B3,2015,10,Wednesday,17
Drug Violation,E5,2015,10,Wednesday,16
Drug Violation,E5,2015,10,Wednesday,16
Drug Violation,E5,2015,10,Wednesday,16
Drug Violation,E5,2015,10,Wednesday,16
Drug Violation,B3,2015,10,Wednesday,16
Drug Violation,C11,2015,10,Wednesday,15
Drug Violation,B3,2015,10,Wednesday,13
Drug Violation,A1,2015,10,Wednesday,11
Drug Violation,C11,2015,10,Wednesday,8
Drug Violation,E13,2015,10,Wednesday,5
Drug Violation,C11,2015,10,Tuesday,22
Drug Violation,C11,2015,10,Tuesday,22
Drug Violation,C6,2015,10,Tuesday,10
Drug Violation,C6,2015,10,Tuesday,20
Drug Violation,B2,2015,10,Tuesday,18
Drug Violation,C6,2015,10,Tuesday,18
Drug Violation,A7,2015,10,Tuesday,17
Drug Violation,E13,2015,10,Tuesday,17
Drug Violation,E13,2015,10,Tuesday,17
Drug Violation,B2,2015,10,Tuesday,17
Drug Violation,A7,2015,10,Tuesday,17
Drug Violation,B3,2015,10,Tuesday,17
Drug Violation,C11,2015,10,Tuesday,16
Drug Violation,D4,2015,10,Tuesday,14
Drug Violation,C11,2015,10,Tuesday,14
Drug Violation,D4,2015,10,Tuesday,14
Drug Violation,C11,2015,10,Tuesday,0
Drug Violation,C11,2015,10,Tuesday,0
Drug Violation,B2,2015,10,Tuesday,14
Drug Violation,A1,2015,10,Monday,23
Drug Violation,C11,2015,10,Monday,20
Drug Violation,E13,2015,10,Monday,20
Drug Violation,B3,2015,10,Monday,19
Drug Violation,E13,2015,10,Monday,16
Drug Violation,A7,2015,10,Monday,20
Drug Violation,A7,2015,10,Monday,19
Drug Violation,C6,2015,10,Monday,17
Drug Violation,B3,2015,10,Monday,18
Drug Violation,B2,2015,10,Monday,17
Drug Violation,B2,2015,10,Monday,17
Drug Violation,B2,2015,10,Monday,13
Drug Violation,C11,2015,10,Monday,13
Drug Violation,E5,2015,10,Monday,10
Drug Violation,D4,2015,10,Monday,11
Drug Violation,D14,2015,10,Monday,10
Drug Violation,B2,2015,10,Monday,9
Drug Violation,B2,2015,10,Monday,2
Drug Violation,A1,2015,10,Monday,15
Drug Violation,C6,2015,10,Sunday,18
Drug Violation,B3,2015,10,Sunday,17
Drug Violation,A1,2015,10,Sunday,15
Drug Violation,A1,2015,10,Sunday,15
Drug Violation,B3,2015,10,Sunday,17
Drug Violation,D14,2015,10,Sunday,17
Drug Violation,D14,2015,10,Sunday,17
Drug Violation,D14,2015,10,Sunday,17
Drug Violation,D14,2015,10,Sunday,17
Drug Violation,A7,2015,10,Sunday,16
Drug Violation,E13,2015,10,Sunday,7
Drug Violation,A1,2015,10,Sunday,8
Drug Violation,C11,2015,10,Sunday,3
Drug Violation,C11,2015,10,Sunday,3
Drug Violation,B3,2015,10,Sunday,1
Drug Violation,A1,2015,10,Sunday,1
Drug Violation,A1,2015,10,Saturday,21
Drug Violation,D4,2015,10,Saturday,20
Drug Violation,D14,2015,10,Saturday,20
Drug Violation,C11,2015,10,Saturday,20
Drug Violation,D14,2015,10,Saturday,19
Drug Violation,B2,2015,10,Saturday,19
Drug Violation,E5,2015,10,Saturday,19
Drug Violation,B2,2015,10,Saturday,19
Drug Violation,B2,2015,10,Saturday,18
Drug Violation,A7,2015,10,Saturday,17
Drug Violation,A7,2015,10,Saturday,17
Drug Violation,C6,2015,10,Saturday,17
Drug Violation,C6,2015,10,Saturday,16
Drug Violation,E5,2015,10,Saturday,10
Drug Violation,E5,2015,10,Saturday,10
Drug Violation,E5,2015,10,Saturday,10
Drug Violation,C6,2015,10,Saturday,8
Drug Violation,A7,2015,10,Saturday,7
Drug Violation,A7,2015,10,Saturday,0
Drug Violation,A7,2015,10,Saturday,0
Drug Violation,E13,2015,10,Saturday,0
Drug Violation,E13,2015,10,Saturday,0
Drug Violation,E13,2015,10,Saturday,0
Drug Violation,E18,2015,10,Friday,21
Drug Violation,C11,2015,10,Friday,20
Drug Violation,B2,2015,10,Friday,6
Drug Violation,B2,2015,10,Friday,6
Drug Violation,E5,2015,10,Friday,19
Drug Violation,E5,2015,10,Friday,19
Drug Violation,A1,2015,10,Friday,17
Drug Violation,A1,2015,10,Friday,17
Drug Violation,B2,2015,10,Friday,18
Drug Violation,A1,2015,10,Friday,16
Drug Violation,A1,2015,10,Friday,16
Drug Violation,A1,2015,10,Friday,16
Drug Violation,A1,2015,10,Friday,13
Drug Violation,A1,2015,10,Friday,16
Drug Violation,C11,2015,10,Friday,16
Drug Violation,B3,2015,10,Friday,16
Drug Violation,D4,2016,7,Friday,7
Drug Violation,D4,2016,7,Friday,7
Drug Violation,D4,2015,10,Thursday,16
Drug Violation,C6,2015,10,Friday,12
Drug Violation,C6,2015,10,Friday,12
Drug Violation,B2,2015,10,Friday,4
Drug Violation,B2,2015,10,Friday,4
Drug Violation,B2,2015,10,Friday,4
Drug Violation,B3,2015,10,Thursday,22
Drug Violation,C11,2015,10,Thursday,20
Drug Violation,C11,2015,10,Thursday,20
Drug Violation,E18,2015,10,Thursday,20
Drug Violation,D4,2015,10,Thursday,20
Drug Violation,D4,2015,10,Thursday,20
Drug Violation,D4,2015,10,Thursday,20
Drug Violation,C6,2015,10,Thursday,19
Drug Violation,C6,2015,10,Thursday,19
Drug Violation,D4,2015,10,Thursday,18
Drug Violation,C11,2015,10,Thursday,16
Drug Violation,C11,2015,10,Thursday,17
Drug Violation,A1,2015,10,Thursday,17
Drug Violation,A1,2015,10,Thursday,17
Drug Violation,A1,2015,10,Thursday,17
Drug Violation,A1,2015,10,Thursday,17
Drug Violation,A1,2015,10,Thursday,13
Drug Violation,D4,2015,10,Thursday,15
Drug Violation,B3,2015,10,Thursday,17
Drug Violation,B3,2015,10,Thursday,17
Drug Violation,B3,2015,10,Thursday,16
Drug Violation,B3,2015,10,Thursday,16
Drug Violation,B3,2015,10,Thursday,15
Drug Violation,B2,2015,10,Thursday,0
Drug Violation,A1,2015,10,Thursday,14
Drug Violation,E13,2017,3,Friday,18
Drug Violation,A1,2015,10,Thursday,13
Drug Violation,A1,2015,10,Thursday,13
Drug Violation,A1,2015,10,Thursday,13
Drug Violation,C11,2015,10,Thursday,12
Drug Violation,C11,2015,10,Thursday,12
Drug Violation,C11,2015,10,Thursday,12
Drug Violation,A1,2015,10,Thursday,9
Drug Violation,E18,2015,10,Thursday,7
Drug Violation,C11,2015,10,Wednesday,23
Drug Violation,B3,2015,10,Wednesday,21
Drug Violation,C11,2015,10,Wednesday,7
Drug Violation,B2,2015,10,Monday,20
Drug Violation,E5,2015,10,Wednesday,20
Drug Violation,E13,2015,10,Wednesday,16
Drug Violation,B3,2015,10,Wednesday,19
Drug Violation,B2,2015,10,Wednesday,19
Drug Violation,D4,2015,10,Wednesday,17
Drug Violation,D4,2015,10,Wednesday,17
Drug Violation,C11,2015,10,Wednesday,17
Drug Violation,C11,2015,10,Wednesday,17
Drug Violation,C11,2015,10,Wednesday,17
Drug Violation,C11,2015,10,Wednesday,17
Drug Violation,C11,2015,10,Wednesday,17
Drug Violation,A7,2015,10,Wednesday,17
Drug Violation,A7,2015,10,Wednesday,17
Drug Violation,C11,2015,10,Wednesday,16
Drug Violation,C11,2015,10,Wednesday,15
Drug Violation,C11,2015,10,Wednesday,15
Drug Violation,A15,2015,10,Wednesday,15
Drug Violation,C11,2015,10,Wednesday,13
Drug Violation,C11,2015,10,Wednesday,13
Drug Violation,C6,2015,10,Wednesday,12
Drug Violation,D4,2015,10,Wednesday,13
Drug Violation,D4,2015,10,Wednesday,13
Drug Violation,C11,2015,10,Wednesday,10
Drug Violation,D4,2015,10,Wednesday,8
Drug Violation,D4,2015,10,Wednesday,8
Drug Violation,B2,2015,10,Wednesday,4
Drug Violation,B2,2015,10,Wednesday,2
Drug Violation,B2,2015,10,Wednesday,2
Drug Violation,B2,2015,10,Wednesday,2
Drug Violation,D4,2015,10,Tuesday,19
Drug Violation,A7,2015,10,Tuesday,21
Drug Violation,C11,2015,10,Tuesday,20
Drug Violation,C11,2015,10,Tuesday,20
Drug Violation,C11,2015,10,Tuesday,20
Drug Violation,C11,2015,10,Tuesday,20
Drug Violation,E18,2015,10,Tuesday,19
Drug Violation,E13,2015,10,Tuesday,16
Drug Violation,E18,2015,10,Tuesday,20
Drug Violation,A1,2015,10,Tuesday,18
Drug Violation,B3,2015,10,Tuesday,18
Drug Violation,B3,2015,10,Tuesday,18
Drug Violation,B3,2015,10,Tuesday,18
Drug Violation,B3,2015,10,Tuesday,18
Drug Violation,B3,2015,10,Tuesday,18
Drug Violation,D14,2015,10,Tuesday,17
Drug Violation,C6,2015,10,Tuesday,16
Drug Violation,C6,2015,10,Tuesday,15
Drug Violation,D4,2015,10,Tuesday,16
Drug Violation,C11,2015,10,Tuesday,16
Drug Violation,C11,2015,10,Tuesday,0
Drug Violation,C6,2015,10,Tuesday,16
Drug Violation,C6,2015,10,Tuesday,14
Drug Violation,D4,2015,10,Tuesday,14
Drug Violation,B2,2015,10,Tuesday,13
Drug Violation,B3,2015,10,Tuesday,11
Drug Violation,D4,2017,1,Thursday,16
Drug Violation,D4,2017,1,Thursday,16
Drug Violation,B2,2015,10,Monday,18
Drug Violation,E18,2015,10,Monday,16
Drug Violation,E18,2015,10,Monday,16
Drug Violation,B3,2015,10,Monday,19
Drug Violation,C11,2015,10,Monday,0
Drug Violation,B2,2016,1,Thursday,2
Drug Violation,A1,2015,10,Monday,19
Drug Violation,B2,2015,10,Monday,18
Drug Violation,C11,2015,10,Monday,18
Drug Violation,B3,2015,10,Monday,18
Drug Violation,A1,2015,10,Monday,18
Drug Violation,A1,2015,10,Monday,18
Drug Violation,A1,2015,10,Monday,18
Drug Violation,B2,2015,10,Monday,17
Drug Violation,A7,2015,10,Monday,17
Drug Violation,A7,2015,10,Monday,17
Drug Violation,B2,2015,10,Monday,15
Drug Violation,A1,2015,10,Monday,16
Drug Violation,C6,2015,10,Monday,14
Drug Violation,C6,2015,10,Monday,14
Drug Violation,C6,2015,10,Monday,15
Drug Violation,C6,2015,10,Monday,12
Drug Violation,B2,2015,10,Monday,14
Drug Violation,C6,2015,10,Monday,12
Drug Violation,B2,2015,10,Sunday,21
Drug Violation,A15,2015,10,Sunday,18
Drug Violation,A1,2015,10,Sunday,18
Drug Violation,A1,2015,10,Sunday,18
Drug Violation,A7,2015,10,Sunday,17
Drug Violation,A1,2015,10,Sunday,17
Drug Violation,A7,2015,10,Sunday,16
Drug Violation,A7,2015,10,Sunday,16
Drug Violation,A7,2015,10,Sunday,16
Drug Violation,C6,2015,10,Sunday,12
Drug Violation,B2,2015,10,Sunday,12
Drug Violation,C6,2015,10,Sunday,9
Drug Violation,C6,2015,10,Sunday,9
Drug Violation,E5,2015,10,Saturday,23
Drug Violation,A1,2015,10,Saturday,20
Drug Violation,B2,2015,10,Saturday,20
Drug Violation,D4,2015,10,Saturday,18
Drug Violation,B2,2015,10,Saturday,19
Drug Violation,C11,2015,10,Saturday,19
Drug Violation,E18,2015,10,Saturday,16
Drug Violation,E13,2015,10,Saturday,18
Drug Violation,C11,2015,10,Saturday,15
Drug Violation,C11,2015,10,Saturday,15
Drug Violation,B3,2015,10,Friday,21
Drug Violation,B2,2015,10,Friday,19
Drug Violation,B2,2015,10,Friday,19
Drug Violation,B2,2015,10,Wednesday,20
Drug Violation,A1,2015,10,Friday,18
Drug Violation,A1,2015,10,Friday,18
Drug Violation,B3,2015,10,Friday,17
Drug Violation,B3,2015,10,Friday,17
Drug Violation,A15,2015,10,Friday,17
Drug Violation,B2,2015,10,Friday,17
Drug Violation,B2,2015,10,Friday,15
Drug Violation,B2,2015,10,Friday,12
Drug Violation,B2,2015,10,Friday,12
Drug Violation,A1,2015,10,Friday,12
Drug Violation,C11,2015,10,Thursday,12
Drug Violation,C11,2015,10,Thursday,21
Drug Violation,E13,2015,10,Thursday,18
Drug Violation,B3,2015,10,Thursday,19
Drug Violation,A7,2015,10,Thursday,17
Drug Violation,C6,2015,10,Thursday,13
Drug Violation,A1,2015,10,Thursday,11
Drug Violation,A1,2015,10,Thursday,10
Drug Violation,E18,2015,10,Wednesday,19
Drug Violation,B2,2015,10,Wednesday,19
Drug Violation,B2,2015,10,Wednesday,19
Drug Violation,E18,2015,10,Wednesday,19
Drug Violation,B2,2015,10,Wednesday,17
Drug Violation,E13,2015,10,Wednesday,18
Drug Violation,C11,2015,10,Wednesday,17
Drug Violation,B3,2015,10,Wednesday,18
Drug Violation,C11,2015,10,Wednesday,12
Drug Violation,C6,2015,10,Wednesday,17
Drug Violation,E18,2015,10,Wednesday,12
Drug Violation,E18,2015,10,Wednesday,12
Drug Violation,E18,2015,10,Wednesday,12
Drug Violation,B3,2015,10,Wednesday,16
Drug Violation,B3,2015,10,Wednesday,16
Drug Violation,A7,2015,10,Wednesday,16
Drug Violation,B3,2015,10,Wednesday,16
Drug Violation,D4,2015,10,Wednesday,16
Drug Violation,D4,2015,10,Wednesday,16
Drug Violation,C11,2015,10,Wednesday,15
Drug Violation,C11,2015,10,Wednesday,15
Drug Violation,C11,2015,10,Wednesday,15
Drug Violation,C6,2015,10,Wednesday,14
Drug Violation,C6,2015,10,Wednesday,13
Drug Violation,C6,2015,10,Wednesday,14
Drug Violation,C6,2015,10,Wednesday,12
Drug Violation,A1,2015,10,Wednesday,14
Drug Violation,E13,2015,10,Wednesday,13
Drug Violation,C6,2015,10,Wednesday,13
Drug Violation,B2,2015,10,Wednesday,11
Drug Violation,C6,2015,10,Tuesday,16
Drug Violation,E13,2015,10,Tuesday,16
Drug Violation,B3,2015,10,Tuesday,19
Drug Violation,B2,2015,10,Tuesday,18
Drug Violation,B2,2015,10,Tuesday,18
Drug Violation,B2,2015,10,Tuesday,18
Drug Violation,B2,2015,10,Tuesday,18
Drug Violation,B2,2015,10,Tuesday,18
Drug Violation,B2,2015,10,Tuesday,18
